,Alternate Names,Population,cost,Province,city,latitude,longitude
430,"Vinskhoten,Winschoten,Wynskoat,wen si huo teng,Винсхотен,溫斯霍滕",18506.0,877.61,Groningen,Winschoten,53.14417,7.03472
431,None,4935.0,877.61,Groningen,Uithuizen,53.4075,6.67083
432,None,12364.0,877.61,Groningen,Appingedam,53.32167,6.85833
433,"Uithuizermeden,Uithuizermeedum",2775.0,877.61,Groningen,Uithuizermeeden,53.41417,6.72361
434,None,None,877.61,Groningen,Godlinze,53.3726,6.81467
435,None,2185.0,877.61,Groningen,Farmsum,53.32167,6.92639
436,None,None,877.61,Groningen,Roodeschool,53.41983,6.76638
437,"Delfzejl,Delfzijl,Delfzyl,Делфзейл",28649.0,877.61,Groningen,Delfzijl,53.33,6.91806
438,Spijk Gn,1220.0,877.61,Groningen,Spijk,53.39,6.8375
439,None,None,877.61,Groningen,Termunterzijl,53.29898,7.03585
